Post code,Post office name,Branch,Post office level,Status,Pickup Branch,Commune EN,Branch Code,Category,Search Text
KRAS002,Snuol,KRA - Kratie,Showroom,In effect,KRAS002,Snuol,KRA,Showroom,KRAS002 | Snuol | Snuol | 0717370643 | KRA | Kratie | Kratie | Showroom
KRAS003,Chhloung,KRA - Kratie,Showroom,In effect,KRAS003,Chhloung,KRA,Showroom,KRAS003 | Chhloung | Chhloung | 0719778997 | KRA | Kratie | Kratie | Showroom
KRAS004,Sambour,KRA - Kratie,Showroom,In effect,KRAS004,Sambour,KRA,Showroom,KRAS004 | Sambour | Sambour | 0976969537 | KRA | Kratie | Kratie | Showroom
KRAS005,Preaek Prasab,KRA - Kratie,Showroom,In effect,KRAS005,Preaek Prasab,KRA,Showroom,KRAS005 | Preaek Prasab | Preaek Prasab | 0977637301 | KRA | Kratie | Kratie | Showroom
KVKRA01,Kho vùng KRATIE,KRA - Kratie,Agent,In effect,KVKRA01,Kho vùng KRATIE,KRA,Agent,KVKRA01 | Kho vùng KRATIE | Kho vùng KRATIE | KRA | Kratie | Kratie | Agent
DVCMEGA1,MEGA transport team,MEGA - MEGA HUB,Agent,In effect,DVCMEGA1,MEGA transport team,MEGA,Agent,DVCMEGA1 | MEGA transport team | MEGA transport team | MEGA | MEGA HUB | MEGA HUB | Agent
MEGA1,MEGA1,MEGA - MEGA HUB,Agent,In effect,MEGA1,MEGA1,MEGA,Agent,MEGA1 | MEGA1 | MEGA1 | MEGA | MEGA HUB | MEGA HUB | Agent
HEADP01,Head Office Center,MFEHQ - Metfone Express HQ,Post Office,In effect,HEADP01,Head Office Center,MFEHQ,Post Office,HEADP01 | Head Office Center | Head Office Center | MFEHQ | Metfone Express HQ | Metfone Express HQ | Post Office
TN3,Thử nghiệm 3-TTCNTT BAT,MFEHQ - Metfone Express HQ,Agent,Out of effect,TN3,Thử nghiệm 3-TTCNTT BAT,MFEHQ,Agent,TN3 | Thử nghiệm 3-TTCNTT BAT | Thử nghiệm 3-TTCNTT BAT | MFEHQ | Metfone Express HQ | Metfone Express HQ | Agent
MONA001,Chong Phlah,MON - Mondul Kiri,Agent,In effect,MONA001,Chong Phlah,MON,Agent,MONA001 | Chong Phlah | Chong Phlah | 0979312777 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA002,Dak Dam,MON - Mondul Kiri,Agent,In effect,MONA002,Dak Dam,MON,Agent,MONA002 | Dak Dam | Dak Dam | 0717557043 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA003,Srae Sangkum,MON - Mondul Kiri,Agent,In effect,MONA003,Srae Sangkum,MON,Agent,MONA003 | Srae Sangkum | Srae Sangkum | 0977076136 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA004,Bu Sra,MON - Mondul Kiri,Agent,In effect,MONA004,Bu Sra,MON,Agent,MONA004 | Bu Sra | Bu Sra | 0976417077 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA005,Pu Chrey,MON - Mondul Kiri,Agent,In effect,MONA005,Pu Chrey,MON,Agent,MONA005 | Pu Chrey | Pu Chrey | 0882727972 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA006,Srae Ampum,MON - Mondul Kiri,Agent,In effect,MONA006,Srae Ampum,MON,Agent,MONA006 | Srae Ampum | Srae Ampum | 066924904 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA007,Srae Khtum,MON - Mondul Kiri,Agent,In effect,MONA007,Srae Khtum,MON,Agent,MONA007 | Srae Khtum | Srae Khtum | 0714598999 | MON | Mondul Kiri | Mondul Kiri | Agent
MONA008,Srae Chhuk,MON - Mondul Kiri,Agent,In effect,MONA008,Srae Chhuk,MON,Agent,MONA008 | Srae Chhuk | Srae Chhuk | 0712300008 | MON | Mondul Kiri | Mondul Kiri | Agent
MONP001,Mondulkiri,MON - Mondul Kiri,Post Office,In effect,MONP001,Mondulkiri,MON,Post Office,MONP001 | Mondulkiri | Mondulkiri | 0716696816 | MON | Mondul Kiri | Mondul Kiri | Post Office
MONS001,Spean Mean Chey,MON - Mondul Kiri,Showroom,In effect,MONS001,Spean Mean Chey,MON,Showroom,MONS001 | Spean Mean Chey | Spean Mean Chey | 0889604994 | MON | Mondul Kiri | Mondul Kiri | Showroom
ODDA001,Anlung Veaeng 01,ODD - Otdar Meanchey,Agent,In effect,ODDA001,Anlung Veaeng 01,ODD,Agent,ODDA001 | Anlung Veaeng 01 | Anlung Veaeng 01 | 0886855656 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA002,Anlung Veaeng 02,ODD - Otdar Meanchey,Agent,In effect,ODDA002,Anlung Veaeng 02,ODD,Agent,ODDA002 | Anlung Veaeng 02 | Anlung Veaeng 02 | 0972631463 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA003,Trapeang Tav,ODD - Otdar Meanchey,Agent,In effect,ODDA003,Trapeang Tav,ODD,Agent,ODDA003 | Trapeang Tav | Trapeang Tav | 0312224055 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA004,Trapeang Prasat 01,ODD - Otdar Meanchey,Agent,In effect,ODDA004,Trapeang Prasat 01,ODD,Agent,ODDA004 | Trapeang Prasat 01 | Trapeang Prasat 01 | 0714809488 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA005,Trapeang Prasat 02,ODD - Otdar Meanchey,Agent,In effect,ODDA005,Trapeang Prasat 02,ODD,Agent,ODDA005 | Trapeang Prasat 02 | Trapeang Prasat 02 | 0317535511 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA006,Samraong,ODD - Otdar Meanchey,Agent,In effect,ODDA006,Samraong,ODD,Agent,ODDA006 | Samraong | Samraong | 0719000048 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA007,Chong Kal,ODD - Otdar Meanchey,Agent,In effect,ODDA007,Chong Kal,ODD,Agent,ODDA007 | Chong Kal | Chong Kal | 066772668 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDA008,Kouk Mon,ODD - Otdar Meanchey,Agent,In effect,ODDA008,Kouk Mon,ODD,Agent,ODDA008 | Kouk Mon | Kouk Mon | 068819868 | ODD | Otdar Meanchey | Otdar Meanchey | Agent
ODDP001,Samraong,ODD - Otdar Meanchey,Post Office,In effect,ODDP001,Samraong,ODD,Post Office,ODDP001 | Samraong | Samraong | 0979520168 | ODD | Otdar Meanchey | Otdar Meanchey | Post Office
ODDS001,Samraong,ODD - Otdar Meanchey,Showroom,Out of effect,ODDS001,Samraong,ODD,Showroom,ODDS001 | Samraong | Samraong | ODD | Otdar Meanchey | Otdar Meanchey | Showroom
ODDS002,Anlung Veaeng,ODD - Otdar Meanchey,Showroom,In effect,ODDS002,Anlung Veaeng,ODD,Showroom,ODDS002 | Anlung Veaeng | Anlung Veaeng | 0717751736 | ODD | Otdar Meanchey | Otdar Meanchey | Showroom
ODDTEST,Otdar Meanchey,ODD - Otdar Meanchey,Post Office,Out of effect,ODDTEST,Otdar Meanchey,ODD,Post Office,ODDTEST | Otdar Meanchey | Otdar Meanchey | ODD | Otdar Meanchey | Otdar Meanchey | Post Office
PAIA001,Pailin,PAI - Pailin,Agent,In effect,PAIA001,Pailin,PAI,Agent,PAIA001 | Pailin | Pailin | 0977186678 | PAI | Pailin | Pailin | Agent
PAIA002,Sala Krau,PAI - Pailin,Agent,In effect,PAIA002,Sala Krau,PAI,Agent,PAIA002 | Sala Krau | Sala Krau | 0978877791 | PAI | Pailin | Pailin | Agent
PAIA003,Stueng Kach,PAI - Pailin,Agent,In effect,PAIA003,Stueng Kach,PAI,Agent,PAIA003 | Stueng Kach | Stueng Kach | 0883883383 | PAI | Pailin | Pailin | Agent
PAIS001,Pailin,PAI - Pailin,Showroom,In effect,PAIS001,Pailin,PAI,Showroom,PAIS001 | Pailin | Pailin | PAI | Pailin | Pailin | Showroom
DVCZ1,Vehicle Team Z1,PNP - Phnom Penh Branch,Post Office,In effect,DVCZ1,Vehicle Team Z1,PNP,Post Office,DVCZ1 | Vehicle Team Z1 | Vehicle Team Z1 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
HZ1P01,Head Office Z1,PNP - Phnom Penh Branch,Post Office,In effect,HZ1P01,Head Office Z1,PNP,Post Office,HZ1P01 | Head Office Z1 | Head Office Z1 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPA001,Prey Sa,PNP - Phnom Penh Branch,Agent,In effect,PNPA001,Prey Sa,PNP,Agent,PNPA001 | Prey Sa | Prey Sa | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA002,Oulampik 01,PNP - Phnom Penh Branch,Agent,In effect,PNPA002,Oulampik 01,PNP,Agent,PNPA002 | Oulampik 01 | Oulampik 01 | 066659268 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA003,Tuek Thla 01,PNP - Phnom Penh Branch,Agent,In effect,PNPA003,Tuek Thla 01,PNP,Agent,PNPA003 | Tuek Thla 01 | Tuek Thla 01 | 0312244786 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA004,Chaom Chau Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA004,Chaom Chau Ti Pir,PNP,Agent,PNPA004 | Chaom Chau Ti Pir | Chaom Chau Ti Pir | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA005,Trapeang Thloeng 4,PNP - Phnom Penh Branch,Agent,In effect,PNPA005,Trapeang Thloeng 4,PNP,Agent,PNPA005 | Trapeang Thloeng 4 | Trapeang Thloeng 4 | 068456594 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA006,Kakab Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA006,Kakab Ti Pir,PNP,Agent,PNPA006 | Kakab Ti Pir | Kakab Ti Pir | 0883794940 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA007,Dangkao,PNP - Phnom Penh Branch,Agent,In effect,PNPA007,Dangkao,PNP,Agent,PNPA007 | Dangkao | Dangkao | 060285556 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA008,Stueng Mean Chey Ti Bei,PNP - Phnom Penh Branch,Agent,In effect,PNPA008,Stueng Mean Chey Ti Bei,PNP,Agent,PNPA008 | Stueng Mean Chey Ti Bei | Stueng Mean Chey Ti Bei | 0975702255 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA013,Kamboul,PNP - Phnom Penh Branch,Agent,In effect,PNPA013,Kamboul,PNP,Agent,PNPA013 | Kamboul | Kamboul | 0883777126 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA016,Angk Snuol,PNP - Phnom Penh Branch,Agent,In effect,PNPA016,Angk Snuol,PNP,Agent,PNPA016 | Angk Snuol | Angk Snuol | 0883999617 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA017,SOMOL MONORITH,PNP - Phnom Penh Branch,Agent,In effect,PNPA017,SOMOL MONORITH,PNP,Agent,PNPA017 | SOMOL MONORITH | SOMOL MONORITH | 090614747 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA019,Ta Nuon,PNP - Phnom Penh Branch,Agent,In effect,PNPA019,Ta Nuon,PNP,Agent,PNPA019 | Ta Nuon | Ta Nuon | 090614747 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA020,Tuol Svay Prey Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA020,Tuol Svay Prey Ti Pir,PNP,Agent,PNPA020 | Tuol Svay Prey Ti Pir | Tuol Svay Prey Ti Pir | 0888888086 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA022,Tien,PNP - Phnom Penh Branch,Agent,In effect,PNPA022,Tien,PNP,Agent,PNPA022 | Tien | Tien | 0886939168 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA023,Chaom Chau Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA023,Chaom Chau Ti Pir,PNP,Agent,PNPA023 | Chaom Chau Ti Pir | Chaom Chau Ti Pir | 0883338139 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA024,Kakab Ti Muoy,PNP - Phnom Penh Branch,Agent,In effect,PNPA024,Kakab Ti Muoy,PNP,Agent,PNPA024 | Kakab Ti Muoy | Kakab Ti Muoy | 068888127 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA025,Chaom Chau Ti Muoy 01,PNP - Phnom Penh Branch,Agent,In effect,PNPA025,Chaom Chau Ti Muoy 01,PNP,Agent,PNPA025 | Chaom Chau Ti Muoy 01 | Chaom Chau Ti Muoy 01 | 0889855597 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA026,Stueng Mean Chey Ti Muoy,PNP - Phnom Penh Branch,Agent,In effect,PNPA026,Stueng Mean Chey Ti Muoy,PNP,Agent,PNPA026 | Stueng Mean Chey Ti Muoy | Stueng Mean Chey Ti Muoy | 0713440004 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA027,Boeng Tumpun Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA027,Boeng Tumpun Ti Pir,PNP,Agent,PNPA027 | Boeng Tumpun Ti Pir | Boeng Tumpun Ti Pir | 0972797979 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA028,Chaom Chau Ti Muoy 02,PNP - Phnom Penh Branch,Agent,In effect,PNPA028,Chaom Chau Ti Muoy 02,PNP,Agent,PNPA028 | Chaom Chau Ti Muoy 02 | Chaom Chau Ti Muoy 02 | 0973004449 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA029,Stueng Mean Chey Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA029,Stueng Mean Chey Ti Pir,PNP,Agent,PNPA029 | Stueng Mean Chey Ti Pir | Stueng Mean Chey Ti Pir | 0719226226 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA030,Stueng Mean Chey Ti Muoy,PNP - Phnom Penh Branch,Agent,In effect,PNPA030,Stueng Mean Chey Ti Muoy,PNP,Agent,PNPA030 | Stueng Mean Chey Ti Muoy | Stueng Mean Chey Ti Muoy | 068997172 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA031,Dangkao 01,PNP - Phnom Penh Branch,Agent,In effect,PNPA031,Dangkao 01,PNP,Agent,PNPA031 | Dangkao 01 | Dangkao 01 | 0978287070 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA032,Spean Thma,PNP - Phnom Penh Branch,Agent,In effect,PNPA032,Spean Thma,PNP,Agent,PNPA032 | Spean Thma | Spean Thma | 0882212222 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA033,Cheung Aek,PNP - Phnom Penh Branch,Agent,In effect,PNPA033,Cheung Aek,PNP,Agent,PNPA033 | Cheung Aek | Cheung Aek | 0889179899 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA034,Dangkao 02,PNP - Phnom Penh Branch,Agent,In effect,PNPA034,Dangkao 02,PNP,Agent,PNPA034 | Dangkao 02 | Dangkao 02 | 0889501199 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA035,Ruessei Kaev 01,PNP - Phnom Penh Branch,Agent,In effect,PNPA035,Ruessei Kaev 01,PNP,Agent,PNPA035 | Ruessei Kaev 01 | Ruessei Kaev 01 | 0978252064 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA036,Phsar Daeum Kor,PNP - Phnom Penh Branch,Agent,In effect,PNPA036,Phsar Daeum Kor,PNP,Agent,PNPA036 | Phsar Daeum Kor | Phsar Daeum Kor | 067444429 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA037,Ruessei Kaev 02,PNP - Phnom Penh Branch,Agent,In effect,PNPA037,Ruessei Kaev 02,PNP,Agent,PNPA037 | Ruessei Kaev 02 | Ruessei Kaev 02 | 0977779525 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA038,Kouk Khleang,PNP - Phnom Penh Branch,Agent,In effect,PNPA038,Kouk Khleang,PNP,Agent,PNPA038 | Kouk Khleang | Kouk Khleang | 0884006677 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA039,Phnum Penh Thmei,PNP - Phnom Penh Branch,Agent,In effect,PNPA039,Phnum Penh Thmei,PNP,Agent,PNPA039 | Phnum Penh Thmei | Phnum Penh Thmei | 0885712259 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA040,Tuek Thla 02,PNP - Phnom Penh Branch,Agent,In effect,PNPA040,Tuek Thla 02,PNP,Agent,PNPA040 | Tuek Thla 02 | Tuek Thla 02 | 0973333018 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA041,Oulampik 02,PNP - Phnom Penh Branch,Agent,In effect,PNPA041,Oulampik 02,PNP,Agent,PNPA041 | Oulampik 02 | Oulampik 02 | 0976606888 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA043,Preaek Pra,PNP - Phnom Penh Branch,Agent,In effect,PNPA043,Preaek Pra,PNP,Agent,PNPA043 | Preaek Pra | Preaek Pra | 067426467 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA044,Phsar Chas,PNP - Phnom Penh Branch,Agent,In effect,PNPA044,Phsar Chas,PNP,Agent,PNPA044 | Phsar Chas | Phsar Chas | 0883633319 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA045,Boeng Proluet,PNP - Phnom Penh Branch,Agent,In effect,PNPA045,Boeng Proluet,PNP,Agent,PNPA045 | Boeng Proluet | Boeng Proluet | 0976333853 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA046,Chaom Chau Ti Bei 01,PNP - Phnom Penh Branch,Agent,In effect,PNPA046,Chaom Chau Ti Bei 01,PNP,Agent,PNPA046 | Chaom Chau Ti Bei 01 | Chaom Chau Ti Bei 01 | 066782866 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA047,Phsar Thmei Ti Bei,PNP - Phnom Penh Branch,Agent,In effect,PNPA047,Phsar Thmei Ti Bei,PNP,Agent,PNPA047 | Phsar Thmei Ti Bei | Phsar Thmei Ti Bei | 0886785800 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA048,Chrang Chamreh Ti Pir,PNP - Phnom Penh Branch,Agent,In effect,PNPA048,Chrang Chamreh Ti Pir,PNP,Agent,PNPA048 | Chrang Chamreh Ti Pir | Chrang Chamreh Ti Pir | 0714224400 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA051,Tuek L'ak Ti Bei,PNP - Phnom Penh Branch,Agent,In effect,PNPA051,Tuek L'ak Ti Bei,PNP,Agent,PNPA051 | Tuek L'ak Ti Bei | Tuek L'ak Ti Bei | 066841666 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA052,Chak Angrae Kraom,PNP - Phnom Penh Branch,Agent,In effect,PNPA052,Chak Angrae Kraom,PNP,Agent,PNPA052 | Chak Angrae Kraom | Chak Angrae Kraom | 0717102101 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA055,Boeng Tumpun Ti Muoy,PNP - Phnom Penh Branch,Agent,In effect,PNPA055,Boeng Tumpun Ti Muoy,PNP,Agent,PNPA055 | Boeng Tumpun Ti Muoy | Boeng Tumpun Ti Muoy | 0972888509 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA059,Phsar Toch,PNP - Phnom Penh Branch,Agent,In effect,PNPA059,Phsar Toch,PNP,Agent,PNPA059 | Phsar Toch | Phsar Toch | 0979994030 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA060,Phsar Thmei Ti Muoy,PNP - Phnom Penh Branch,Agent,In effect,PNPA060,Phsar Thmei Ti Muoy,PNP,Agent,PNPA060 | Phsar Thmei Ti Muoy | Phsar Thmei Ti Muoy | 0713537070 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA062,ST47 Srah Chak,PNP - Phnom Penh Branch,Agent,In effect,PNPA062,ST47 Srah Chak,PNP,Agent,PNPA062 | ST47 Srah Chak | ST47 Srah Chak | 0716002431 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA064,Prey Pring Khang Tboung 2,PNP - Phnom Penh Branch,Agent,In effect,PNPA064,Prey Pring Khang Tboung 2,PNP,Agent,PNPA064 | Prey Pring Khang Tboung 2 | Prey Pring Khang Tboung 2 | 0976639839 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA065,Phum2 Ou Ruessei Ti Pir Prampir Meakkara,PNP - Phnom Penh Branch,Agent,In effect,PNPA065,Phum2 Ou Ruessei Ti Pir Prampir Meakkara,PNP,Agent,PNPA065 | Phum2 Ou Ruessei Ti Pir Prampir Meakkara | Phum2 Ou Ruessei Ti Pir Prampir Meakkara | 0977030003 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA069,Ou Baek K am,PNP - Phnom Penh Branch,Agent,In effect,PNPA069,Ou Baek K am,PNP,Agent,PNPA069 | Ou Baek K am | Ou Baek K am | 068389888 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA070,Nirouth,PNP - Phnom Penh Branch,Agent,In effect,PNPA070,Nirouth,PNP,Agent,PNPA070 | Nirouth | Nirouth | 068362286 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA071,Chong Khsach,PNP - Phnom Penh Branch,Agent,In effect,PNPA071,Chong Khsach,PNP,Agent,PNPA071 | Chong Khsach | Chong Khsach | 015604030 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA072,Phsar Toch,PNP - Phnom Penh Branch,Agent,In effect,PNPA072,Phsar Toch,PNP,Agent,PNPA072 | Phsar Toch | Phsar Toch | 089966655 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA073,Phsar Depou Ti Pir Phum 2,PNP - Phnom Penh Branch,Agent,In effect,PNPA073,Phsar Depou Ti Pir Phum 2,PNP,Agent,PNPA073 | Phsar Depou Ti Pir Phum 2 | Phsar Depou Ti Pir Phum 2 | 060243536 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA074,Tuek Thla,PNP - Phnom Penh Branch,Agent,In effect,PNPA074,Tuek Thla,PNP,Agent,PNPA074 | Tuek Thla | Tuek Thla | 066366789 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA079,Kab Phluk,PNP - Phnom Penh Branch,Agent,In effect,PNPA079,Kab Phluk,PNP,Agent,PNPA079 | Kab Phluk | Kab Phluk | 0975203928 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA080,Phleung Chheh Roteh,PNP - Phnom Penh Branch,Agent,In effect,PNPA080,Phleung Chheh Roteh,PNP,Agent,PNPA080 | Phleung Chheh Roteh | Phleung Chheh Roteh | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA081,Phsar Thmei Ti Bei Phum 3,PNP - Phnom Penh Branch,Agent,In effect,PNPA081,Phsar Thmei Ti Bei Phum 3,PNP,Agent,PNPA081 | Phsar Thmei Ti Bei Phum 3 | Phsar Thmei Ti Bei Phum 3 | 0979700868 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA087,Boeng Tumpun Ti Muoy,PNP - Phnom Penh Branch,Agent,In effect,PNPA087,Boeng Tumpun Ti Muoy,PNP,Agent,PNPA087 | Boeng Tumpun Ti Muoy | Boeng Tumpun Ti Muoy | 060673337 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA088,Chaom Chau Ti Bei 02,PNP - Phnom Penh Branch,Agent,In effect,PNPA088,Chaom Chau Ti Bei 02,PNP,Agent,PNPA088 | Chaom Chau Ti Bei 02 | Chaom Chau Ti Bei 02 | 066778278 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA091,Chaom Chau 2 Phum 1,PNP - Phnom Penh Branch,Agent,In effect,PNPA091,Chaom Chau 2 Phum 1,PNP,Agent,PNPA091 | Chaom Chau 2 Phum 1 | Chaom Chau 2 Phum 1 | 0882597401 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA095,Wat Nirouth,PNP - Phnom Penh Branch,Agent,In effect,PNPA095,Wat Nirouth,PNP,Agent,PNPA095 | Wat Nirouth | Wat Nirouth | 0316888165 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA096,Tuek L ak Ti Mouy Phum 7,PNP - Phnom Penh Branch,Agent,In effect,PNPA096,Tuek L ak Ti Mouy Phum 7,PNP,Agent,PNPA096 | Tuek L ak Ti Mouy Phum 7 | Tuek L ak Ti Mouy Phum 7 | 0973366376 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPA100,Tuol Pongro,PNP - Phnom Penh Branch,Agent,In effect,PNPA100,Tuol Pongro,PNP,Agent,PNPA100 | Tuol Pongro | Tuol Pongro | 0889202999 | PNP | Phnom Penh Branch | Phnom Penh Branch | Agent
PNPP001,Chamkar Mon,PNP - Phnom Penh Branch,Post Office,In effect,PNPP001,Chamkar Mon,PNP,Post Office,PNPP001 | Chamkar Mon | Chamkar Mon | 0886479090 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP002,Mean Chey 01,PNP - Phnom Penh Branch,Post Office,In effect,PNPP002,Mean Chey 01,PNP,Post Office,PNPP002 | Mean Chey 01 | Mean Chey 01 | 0713951242 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP003,Mean Chey 02,PNP - Phnom Penh Branch,Post Office,In effect,PNPP003,Mean Chey 02,PNP,Post Office,PNPP003 | Mean Chey 02 | Mean Chey 02 | 0315500998 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP004,Preaek Pnov,PNP - Phnom Penh Branch,Post Office,In effect,PNPP004,Preaek Pnov,PNP,Post Office,PNPP004 | Preaek Pnov | Preaek Pnov | 0717674227 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP005,Chbar Ampov,PNP - Phnom Penh Branch,Post Office,In effect,PNPP005,Chbar Ampov,PNP,Post Office,PNPP005 | Chbar Ampov | Chbar Ampov | 0975582123 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP006,Tuol Kouk,PNP - Phnom Penh Branch,Post Office,In effect,PNPP006,Tuol Kouk,PNP,Post Office,PNPP006 | Tuol Kouk | Tuol Kouk | 0976243981 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP007,Boeng Keng Kang,PNP - Phnom Penh Branch,Post Office,In effect,PNPP007,Boeng Keng Kang,PNP,Post Office,PNPP007 | Boeng Keng Kang | Boeng Keng Kang | 0977681433 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP008,Pou Saen Chey 01,PNP - Phnom Penh Branch,Post Office,In effect,PNPP008,Pou Saen Chey 01,PNP,Post Office,PNPP008 | Pou Saen Chey 01 | Pou Saen Chey 01 | 0977872172 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP009,Pou Saen Chey 02,PNP - Phnom Penh Branch,Post Office,In effect,PNPP009,Pou Saen Chey 02,PNP,Post Office,PNPP009 | Pou Saen Chey 02 | Pou Saen Chey 02 | 0712265139 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
PNPP010,Chraoy Chongvar,PNP - Phnom Penh Branch,Post Office,In effect,PNPP010,Chraoy Chongvar,PNP,Post Office,PNPP010 | Chraoy Chongvar | Chraoy Chongvar | 068288779 | PNP | Phnom Penh Branch | Phnom Penh Branch | Post Office
